Programa,Cohorte,Fecha_Primer_Inscrito,Mes_Lanzamiento,Costo_Oficial_Bs,Seno_Mes,Coseno_Mes,Tipo_Programa_Curso,Tipo_Programa_Diplomado,Categoria_Administración,Categoria_Derecho,Categoria_Educación,Categoria_Investigación,Categoria_Psicología,Categoria_Salud,Categoria_Tecnología,Tamano_Cohorte
INFORME FORENSE Y PERITAJE PSICOLOGICO,Edición May 2025,2023-10-02,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
INFORME FORENSE Y PERITAJE PSICOLOGICO,Edición Nov 2024,2023-10-10,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
INFORME FORENSE Y PERITAJE PSICOLOGICO,Edición Nov 2025,2023-10-24,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
INFORME PERICIAL EN SALUD MENTAL FORENSE,Edición Ago 2024,2023-10-24,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
INFORME PERICIAL EN SALUD MENTAL FORENSE,Edición Ene 2024,2023-10-02,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
INFORME PERICIAL EN SALUD MENTAL FORENSE,Edición Ene 2026,2023-10-12,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
INFORME PERICIAL EN SALUD MENTAL FORENSE,Edición Feb 2026,2023-10-25,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
INFORME PERICIAL EN SALUD MENTAL FORENSE,Edición Nov 2024,2023-09-27,9,130.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,20
INTERPRETACION DEL DIBUJO INFANTIL Y TEST PROYECTIVOS,Edición Abr 2026,2024-06-19,6,100.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,0,1,0,0,3
INTERPRETACION DEL DIBUJO INFANTIL Y TEST PROYECTIVOS,Edición Ene 2024,2023-11-08,11,100.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,1,0,0,3
INTERPRETACION DEL DIBUJO INFANTIL Y TEST PROYECTIVOS,Edición May 2025,2023-09-24,9,100.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,3
INYECTOTERAPIA,Edición Ago 2023,2023-09-24,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,1,0,7
INYECTOTERAPIA,Edición Dic 2025,2023-10-21,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
INYECTOTERAPIA,Edición Mar 2024,2023-09-19,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,1,0,7
INYECTOTERAPIA,Edición May 2025,2023-09-05,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,1,0,7
INYECTOTERAPIA,Edición Nov 2023,2024-04-26,4,150.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,1,0,7
INYECTOTERAPIA,Edición Sep 2023,2023-11-11,11,150.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,0,1,0,7
LEY 1178 BAJO EL ENFOQUE DE CONTROL GUBERNAMENTAL: SAFCO,Edición Dic 2024,2023-09-01,9,100.0,-1.0,-1.8369701987210297e-16,1,0,0,1,0,0,0,0,0,20
LEY 1178 BAJO EL ENFOQUE DE CONTROL GUBERNAMENTAL: SAFCO,Edición Feb 2024,2023-11-15,11,100.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,20
LEY 1178 BAJO EL ENFOQUE DE CONTROL GUBERNAMENTAL: SAFCO,Edición Sep 2024,2023-11-11,11,100.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,20
MANEJO DE AULA Y TIC’S EDUCATIVOS,Edición Abr 2025,2024-02-01,2,2500.0,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,3
MANEJO DE AULA Y TIC’S EDUCATIVOS,Edición Ago 2023,2023-10-17,10,2500.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,3
MANEJO DE AULA Y TIC’S EDUCATIVOS,Edición Mar 2024,2023-09-30,9,2500.0,-1.0,-1.8369701987210297e-16,0,1,0,0,1,0,0,0,0,3
MANEJO DE AULA Y TIC’S EDUCATIVOS,Edición Mar 2025,2023-09-04,9,2500.0,-1.0,-1.8369701987210297e-16,0,1,0,0,1,0,0,0,0,3
MANEJO DE EXPEDIENTE CLINICO: PROCESO MEDICO,Edición Abr 2025,2024-05-01,5,100.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,1,0,6
MANEJO DE EXPEDIENTE CLINICO: PROCESO MEDICO,Edición Nov 2024,2023-12-23,12,100.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,0,1,0,12
NEUROPEDAGOGIA APLICADA EN LOS PROBLEMAS DEL APRENDIZAJE,Edición Ene 2026,2023-12-10,12,130.0,-2.4492935982947064e-16,1.0,1,0,0,0,1,0,0,0,0,14
NEUROPEDAGOGIA APLICADA EN LOS PROBLEMAS DEL APRENDIZAJE,Edición Oct 2023,2023-12-30,12,130.0,-2.4492935982947064e-16,1.0,1,0,0,0,1,0,0,0,0,7
OBJETIVOS SEGÚN PARADIGMA Y ENFOQUE,Edición Feb 2026,2024-01-14,1,130.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,7
OBJETIVOS SEGÚN PARADIGMA Y ENFOQUE,Edición Nov 2025,2024-01-06,1,130.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,1,0,0,0,7
OBJETIVOS SEGÚN PARADIGMA Y ENFOQUE,Edición Sep 2023,2023-11-20,11,130.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,1,0,0,0,7
OBJETO Y PROBLEMA DE INVESTIGACIÓN,Edición Jul 2024,2023-10-04,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,7
OBJETO Y PROBLEMA DE INVESTIGACIÓN,Edición Sep 2023,2023-09-09,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,0,7
OBJETO Y PROBLEMA DE INVESTIGACIÓN,Edición Sep 2025,2023-09-14,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,0,7
PLASMA RICO EN PLAQUETAS,Edición Abr 2025,2024-04-20,4,100.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,1,0,7
PLASMA RICO EN PLAQUETAS,Edición Ago 2024,2023-10-31,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
PLASMA RICO EN PLAQUETAS,Edición Dic 2025,2023-10-12,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
PLASMA RICO EN PLAQUETAS,Edición Ene 2024,2023-10-25,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
PLASMA RICO EN PLAQUETAS,Edición Jun 2024,2023-10-08,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
POTENCIA TUS COMPETENCIAS INVESTIGATIVAS,Edición Ago 2023,2023-09-08,9,100.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,0,7
POTENCIA TUS COMPETENCIAS INVESTIGATIVAS,Edición Feb 2026,2024-06-30,6,100.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0,0,7
POTENCIA TUS COMPETENCIAS INVESTIGATIVAS,Edición Jul 2024,2024-05-28,5,100.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,1,0,0,0,7
POTENCIA TUS COMPETENCIAS INVESTIGATIVAS,Edición Nov 2025,2023-09-05,9,100.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,1,0,0,0,7
PREVENCION DE ABUSO SEXUAL INFANTIL DESDE LA FAMILIA,Edición Dic 2023,2023-10-04,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,6
PREVENCION DE ABUSO SEXUAL INFANTIL DESDE LA FAMILIA,Edición Jul 2024,2023-09-02,9,100.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,6
PREVENCION DE ABUSO SEXUAL INFANTIL DESDE LA FAMILIA,Edición Jun 2024,2024-03-24,3,100.0,1.0,6.123233995736766e-17,1,0,0,0,0,0,1,0,0,6
PREVENCION DE ABUSO SEXUAL INFANTIL DESDE LA FAMILIA,Edición Nov 2024,2024-02-02,2,100.0,0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,6
PREVENCION DE ABUSO SEXUAL INFANTIL DESDE LA FAMILIA,Edición Sep 2023,2023-12-07,12,100.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,1,0,0,6
PREVENCION DEL ACOSO ESCOLAR (BULLYNG) INTERVENCION EN CRISIS,Edición Ene 2026,2023-10-04,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,6
PREVENCION DEL ACOSO ESCOLAR (BULLYNG) INTERVENCION EN CRISIS,Edición Feb 2026,2023-11-20,11,100.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,1,0,0,0,0,6
PREVENCION DEL ACOSO ESCOLAR (BULLYNG) INTERVENCION EN CRISIS,Edición Nov 2025,2023-11-13,11,100.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,1,0,0,0,0,6
PREVENCION DEL ACOSO ESCOLAR (BULLYNG) INTERVENCION EN CRISIS,Edición Sep 2023,2023-09-08,9,100.0,-1.0,-1.8369701987210297e-16,1,0,0,0,1,0,0,0,0,12
PREVENCION DEL ACOSO ESCOLAR (BULLYNG) INTERVENCION EN CRISIS,Edición Sep 2024,2023-10-13,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,6
PREVENCION EN ACCION FAMILIA Y ESCUELA UNIDAS CONTRA EL ACOSO ESCOLAR (BULLYNG),Edición Abr 2026,2023-11-18,11,130.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,1,0,0,0,0,7
PREVENCION EN ACCION FAMILIA Y ESCUELA UNIDAS CONTRA EL ACOSO ESCOLAR (BULLYNG),Edición Jun 2024,2024-01-17,1,130.0,0.49999999999999994,0.8660254037844387,1,0,0,0,1,0,0,0,0,7
PREVENCION EN ACCION FAMILIA Y ESCUELA UNIDAS CONTRA EL ACOSO ESCOLAR (BULLYNG),Edición Mar 2024,2023-12-21,12,130.0,-2.4492935982947064e-16,1.0,1,0,0,0,1,0,0,0,0,14
PREVENCION EN ACCION FAMILIA Y ESCUELA UNIDAS CONTRA EL ACOSO ESCOLAR (BULLYNG),Edición Sep 2025,2023-09-24,9,130.0,-1.0,-1.8369701987210297e-16,1,0,0,0,1,0,0,0,0,7
PRICOPATOLOGIA INFANTIL Y DE LA ADOLESCENCIA DESDE LA APLICACION DSM-V,Edición Dic 2025,2023-10-29,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,10
PRICOPATOLOGIA INFANTIL Y DE LA ADOLESCENCIA DESDE LA APLICACION DSM-V,Edición Ene 2024,2024-01-12,1,150.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,1,0,0,10
PRICOPATOLOGIA INFANTIL Y DE LA ADOLESCENCIA DESDE LA APLICACION DSM-V,Edición Feb 2024,2023-09-12,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,10
PRICOPATOLOGIA INFANTIL Y DE LA ADOLESCENCIA DESDE LA APLICACION DSM-V,Edición Nov 2024,2023-12-29,12,150.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,1,0,0,10
PRICOPATOLOGIA INFANTIL Y DE LA ADOLESCENCIA DESDE LA APLICACION DSM-V,Edición Nov 2025,2023-10-08,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,10
PRICOPATOLOGIA INFANTIL Y DE LA ADOLESCENCIA DESDE LA APLICACION DSM-V,Edición Oct 2025,2024-01-04,1,150.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,1,0,0,10
PRIMEROS AUXILIOS,Edición Abr 2026,2024-01-07,1,120.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,1,0,6
PRIMEROS AUXILIOS,Edición Ago 2024,2023-11-17,11,120.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,0,1,0,6
PRIMEROS AUXILIOS,Edición Jun 2025,2024-03-11,3,120.0,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,1,0,6
PRIMEROS AUXILIOS,Edición Mar 2026,2023-09-09,9,120.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,0,1,0,6
PRIMEROS AUXILIOS,Edición Oct 2025,2024-03-11,3,120.0,1.0,6.123233995736766e-17,1,0,0,0,0,0,0,1,0,6
PRIMEROS AUXILIOS,Edición Sep 2024,2024-04-18,4,120.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,1,0,6
PROBLEMAS DE CONDUCTA EN LA PRIMERA INFANCIA: ¿CRISIS O BERRINCHE?,Edición Ene 2026,2023-11-18,11,100.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,1,0,0,7
PROBLEMAS DE CONDUCTA EN LA PRIMERA INFANCIA: ¿CRISIS O BERRINCHE?,Edición Nov 2025,2023-09-30,9,100.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,7
PROBLEMAS DE CONDUCTA EN LA PRIMERA INFANCIA: ¿CRISIS O BERRINCHE?,Edición Oct 2023,2023-10-27,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,14
PROBLEMAS DE CONDUCTA EN LA PRIMERA INFANCIA: ¿CRISIS O BERRINCHE?,Edición Sep 2025,2024-05-23,5,100.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,1,0,0,7
PROCESO INMEDIATO AL DELITO DE OMISION A LA ASITENCIA FAMILIAR LEY 603,Edición Abr 2026,2024-01-26,1,120.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,6
PROCESO INMEDIATO AL DELITO DE OMISION A LA ASITENCIA FAMILIAR LEY 603,Edición Ago 2025,2024-01-26,1,120.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,6
PROCESO INMEDIATO AL DELITO DE OMISION A LA ASITENCIA FAMILIAR LEY 603,Edición May 2025,2023-10-28,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,6
PROCESO INMEDIATO AL DELITO DE OMISION A LA ASITENCIA FAMILIAR LEY 603,Edición Nov 2023,2023-10-31,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,6
PROYECTOS DE EMPRENDIMIENTO PRODUCTIVO INNOVADOR,Edición Ago 2025,2023-10-05,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,1,0,0,0,0,0,0,12
PROYECTOS DE EMPRENDIMIENTO PRODUCTIVO INNOVADOR,Edición Mar 2025,2024-09-17,9,100.0,-1.0,-1.8369701987210297e-16,1,0,1,0,0,0,0,0,0,6
PROYECTOS DE EMPRENDIMIENTO PRODUCTIVO INNOVADOR,Edición Sep 2024,2024-01-19,1,100.0,0.49999999999999994,0.8660254037844387,1,0,1,0,0,0,0,0,0,6
RECONICIMIENTO DE LOS TRANSTORNOS MENTALES PSICOLOGIA FORENSE,Edición Ago 2024,2023-10-04,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
RECONICIMIENTO DE LOS TRANSTORNOS MENTALES PSICOLOGIA FORENSE,Edición Ene 2025,2023-10-04,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
RECONICIMIENTO DE LOS TRANSTORNOS MENTALES PSICOLOGIA FORENSE,Edición Feb 2024,2023-09-10,9,120.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,20
RECONICIMIENTO DE LOS TRANSTORNOS MENTALES PSICOLOGIA FORENSE,Edición Nov 2023,2023-10-17,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
RECONICIMIENTO DE LOS TRANSTORNOS MENTALES PSICOLOGIA FORENSE,Edición Oct 2024,2023-10-19,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,20
REDUCCION DE SENTENCIAS EN EL SISTEMA BOLIVIANO,Edición Abr 2025,2023-10-23,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,6
REDUCCION DE SENTENCIAS EN EL SISTEMA BOLIVIANO,Edición Nov 2023,2024-02-27,2,130.0,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,6
REDUCCION DE SENTENCIAS EN EL SISTEMA BOLIVIANO,Edición Oct 2024,2023-10-21,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,12
REDUCCION DE SENTENCIAS Y APLICACION DE BENEFICIOS PENITENCIARIOS,Edición Dic 2025,2023-10-30,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,20
REDUCCION DE SENTENCIAS Y APLICACION DE BENEFICIOS PENITENCIARIOS,Edición Jul 2025,2023-12-05,12,150.0,-2.4492935982947064e-16,1.0,1,0,0,1,0,0,0,0,0,20
REDUCCION DE SENTENCIAS Y APLICACION DE BENEFICIOS PENITENCIARIOS,Edición Mar 2024,2023-09-17,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,1,0,0,0,0,0,20
REDUCCION DE SENTENCIAS Y APLICACION DE BENEFICIOS PENITENCIARIOS,Edición May 2024,2023-09-02,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,1,0,0,0,0,0,20
REDUCCION DE SENTENCIAS Y APLICACION DE BENEFICIOS PENITENCIARIOS,Edición Nov 2023,2023-09-24,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,1,0,0,0,0,0,20
REDUCCION DE SENTENCIAS Y APLICACION DE BENEFICIOS PENITENCIARIOS,Edición Oct 2023,2023-10-14,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,20
REESTRUCTURACION COGNITIVA INTERVENCION CONDUCTUAL,Edición Abr 2025,2023-10-21,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,10
REESTRUCTURACION COGNITIVA INTERVENCION CONDUCTUAL,Edición Ago 2025,2023-09-21,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,20
REESTRUCTURACION COGNITIVA INTERVENCION CONDUCTUAL,Edición Ene 2026,2023-09-30,9,150.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,10
REESTRUCTURACION COGNITIVA INTERVENCION CONDUCTUAL,Edición Feb 2024,2023-10-19,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,10
REESTRUCTURACION COGNITIVA INTERVENCION CONDUCTUAL,Edición Jun 2024,2023-12-09,12,150.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,1,0,0,10
SEGURIDAD DE SISTEMAS INFORMATICOS,Edición Dic 2024,2023-12-10,12,150.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,0,0,1,6
SEGURIDAD DE SISTEMAS INFORMATICOS,Edición Oct 2024,2024-01-11,1,150.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,1,6
SEGURIDAD DE SISTEMAS INFORMATICOS,Edición Sep 2024,2024-01-06,1,150.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,1,6
SEGURIDAD SOCIAL A CORTO PLAZO: GESTION DE CALIDAD Y ACREDITACION,Edición Abr 2026,2023-10-18,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
SEGURIDAD SOCIAL A CORTO PLAZO: GESTION DE CALIDAD Y ACREDITACION,Edición Ago 2025,2023-10-18,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
SEGURIDAD SOCIAL A CORTO PLAZO: GESTION DE CALIDAD Y ACREDITACION,Edición Ene 2025,2023-10-23,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
SEGURIDAD SOCIAL A CORTO PLAZO: GESTION DE CALIDAD Y ACREDITACION,Edición Sep 2024,2024-10-21,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,7
SINDROME DE NIÑO EMPERADOR: NIÑOS TIRANOS,Edición Abr 2025,2023-09-09,9,130.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,7
SINDROME DE NIÑO EMPERADOR: NIÑOS TIRANOS,Edición Jul 2025,2024-01-08,1,130.0,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,1,0,0,7
SINDROME DE NIÑO EMPERADOR: NIÑOS TIRANOS,Edición Jun 2024,2023-11-30,11,130.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,0,1,0,0,7
SINDROME DE NIÑO EMPERADOR: NIÑOS TIRANOS,Edición Mar 2025,2023-10-04,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,14
SINDROME DE NIÑO EMPERADOR: NIÑOS TIRANOS,Edición Oct 2023,2023-09-10,9,130.0,-1.0,-1.8369701987210297e-16,1,0,0,0,0,0,1,0,0,7
SISTEMA MONTESSORI: LA MEJOR METODOLOGIA EN EDUCACION INTEGRAL,Edición Dic 2023,2023-10-17,10,150.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,7
SISTEMA MONTESSORI: LA MEJOR METODOLOGIA EN EDUCACION INTEGRAL,Edición May 2025,2024-04-30,4,150.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,1,0,0,0,0,7
SISTEMA MONTESSORI: LA MEJOR METODOLOGIA EN EDUCACION INTEGRAL,Edición Oct 2024,2024-01-11,1,150.0,0.49999999999999994,0.8660254037844387,1,0,0,0,1,0,0,0,0,7
SOPORTE VITAL Y ASISTENCIA MEDICA,Edición Abr 2026,2024-12-09,12,2500.0,-2.4492935982947064e-16,1.0,0,1,0,0,0,0,0,1,0,3
SOPORTE VITAL Y ASISTENCIA MEDICA,Edición Dic 2024,2024-05-08,5,2500.0,0.49999999999999994,-0.8660254037844387,0,1,0,0,0,0,0,1,0,3
SOPORTE VITAL Y ASISTENCIA MEDICA,Edición Feb 2024,2023-09-10,9,2500.0,-1.0,-1.8369701987210297e-16,0,1,0,0,0,0,0,1,0,3
SOPORTE VITAL Y ASISTENCIA MEDICA,Edición Jun 2024,2023-10-13,10,2500.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,1,0,3
SOPORTE VITAL Y ASISTENCIA MEDICA,Edición Sep 2024,2023-10-28,10,2500.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,1,0,3
TECNICAS AVANZADAS DE INVESTIGACION CRIMINAL EN EL MARCO DE LA CRIMINOLOGIA APLICADA,Edición Abr 2026,2024-04-20,4,120.0,0.8660254037844387,-0.4999999999999998,1,0,0,1,0,0,0,0,0,7
TECNICAS AVANZADAS DE INVESTIGACION CRIMINAL EN EL MARCO DE LA CRIMINOLOGIA APLICADA,Edición Ago 2023,2024-02-03,2,120.0,0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,7
TECNICAS AVANZADAS DE INVESTIGACION CRIMINAL EN EL MARCO DE LA CRIMINOLOGIA APLICADA,Edición Ene 2026,2024-07-30,7,120.0,-0.4999999999999997,-0.8660254037844388,1,0,0,1,0,0,0,0,0,7
TECNICAS AVANZADAS DE INVESTIGACION CRIMINAL EN EL MARCO DE LA CRIMINOLOGIA APLICADA,Edición Jul 2024,2024-07-15,7,120.0,-0.4999999999999997,-0.8660254037844388,1,0,0,1,0,0,0,0,0,7
TECNICAS DE LITIGACION Y BENEFICIOS PENITENCIARIOS,Edición Ago 2025,2023-10-06,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,20
TECNICAS DE LITIGACION Y BENEFICIOS PENITENCIARIOS,Edición Dic 2023,2023-09-05,9,120.0,-1.0,-1.8369701987210297e-16,1,0,0,1,0,0,0,0,0,20
TECNICAS DE LITIGACION Y BENEFICIOS PENITENCIARIOS,Edición Nov 2023,2023-10-26,10,120.0,-0.8660254037844386,0.5000000000000001,1,0,0,1,0,0,0,0,0,20
TECNICAS DE LITIGACION Y JUSTICIA PENITENCIARIA. DEL JUICIO A LA LIBERTAD,Edición Feb 2025,2024-01-07,1,2500.0,0.49999999999999994,0.8660254037844387,0,1,0,1,0,0,0,0,0,3
TECNICAS DE LITIGACION Y JUSTICIA PENITENCIARIA. DEL JUICIO A LA LIBERTAD,Edición Jul 2025,2023-12-12,12,2500.0,-2.4492935982947064e-16,1.0,0,1,0,1,0,0,0,0,0,3
TECNICAS DE LITIGACION Y JUSTICIA PENITENCIARIA. DEL JUICIO A LA LIBERTAD,Edición Mar 2025,2024-07-01,7,2500.0,-0.4999999999999997,-0.8660254037844388,0,1,0,1,0,0,0,0,0,3
TECNICAS E INTERVENCION DE TERAPIA EN PAREJA,Edición Ago 2024,2024-02-23,2,130.0,0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,7
TECNICAS E INTERVENCION DE TERAPIA EN PAREJA,Edición Nov 2023,2024-04-30,4,130.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,1,0,0,7
TECNICAS E INTERVENCION DE TERAPIA EN PAREJA,Edición Sep 2023,2023-10-26,10,130.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,7
TECNOLOGIAS WEB,Edición Feb 2026,2024-05-07,5,130.0,0.49999999999999994,-0.8660254037844387,1,0,0,0,0,0,0,0,1,7
TECNOLOGIAS WEB,Edición Jul 2024,2024-04-15,4,130.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,1,7
TECNOLOGIAS WEB,Edición May 2024,2023-12-17,12,130.0,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,0,0,1,7
TENDENCIAS ACTUALES DE LOS DELITOS DE CORRUPCION Y SU APLICACION PENAL,Edición Ene 2026,2023-09-24,9,120.0,-1.0,-1.8369701987210297e-16,1,0,0,1,0,0,0,0,0,20
TENDENCIAS ACTUALES DE LOS DELITOS DE CORRUPCION Y SU APLICACION PENAL,Edición Feb 2024,2023-12-06,12,120.0,-2.4492935982947064e-16,1.0,1,0,0,1,0,0,0,0,0,20
TENDENCIAS ACTUALES DE LOS DELITOS DE CORRUPCION Y SU APLICACION PENAL,Edición Mar 2024,2024-01-08,1,120.0,0.49999999999999994,0.8660254037844387,1,0,0,1,0,0,0,0,0,20
TENDENCIAS ACTUALES DE LOS DELITOS DE CORRUPCION Y SU APLICACION PENAL,Edición Nov 2024,2023-11-21,11,120.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,20
TENDENCIAS ACTUALES DE LOS DELITOS DE CORRUPCION Y SU APLICACION PENAL,Edición Oct 2023,2023-11-19,11,120.0,-0.5000000000000004,0.8660254037844384,1,0,0,1,0,0,0,0,0,20
TERAPIA COGNITIVA CONDUCTUAL EN NIÑOS Y ADOLESCENTES,Edición Abr 2024,2023-10-26,10,100.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0,0,10
